restaurant_id,name,direction,phone,website,type_food,special_diets,price_range,trip_rating,no_reviews,service_rating,food_rating,value_rating
116,Saporé Pizza Stand Up,"Via della Costa 5, 37121, Verona Italy",+39 045 801 0870,http://www.saporeverona.it/,"Italian, Pizza, Mediterranean","Vegetarian Friendly, Vegan Options",€4 - €15,4.5,168,4.5,4.5,4
117,Antica Torretta,"Piazza Broilo 1, 37121, Verona Italy",+39 045 801 5292,http://www.ristoranteanticatorretta.com/,N.A,N.A,N.A,4.5,1763,4.5,4.5,4
118,Ristorante Pizzeria Redentore,"Via Redentore 15/17, 37129, Verona Italy",+39 045 800 5932,http://ristoranteredentore.com/,"Italian, Pizza, Seafood, Mediterranean, Healthy","Vegetarian Friendly, Vegan Options",€11 - €28,4,539,4,4,4
119,Boccondivino,"Via Sottoriva 3c, 37121, Verona Italy",+39 045 801 4441,https://www.facebook.com/Boccondivino-172699646159619/,Italian,Vegetarian Friendly,€20 - €55,4,344,4,4,3.5
120,Latteria Verona ristorante,"Via Ponte Pietra 21/A 50 mt from Ponte Pietra, 37121, Verona Italy",+39 045 802 9060,http://www.latteriaveronaristo.it/,"Italian, Pizza, Mediterranean, Apulian, Southern-Italian, Dining bars","Vegetarian Friendly, Vegan Options",€15 - €35,4.5,684,4.5,4.5,4
121,Ristorante Osteria Dal Cavaliere,"Piazzetta Scala 3, 37121, Verona Italy",+39 045 222 7785,https://www.facebook.com/pages/OSTERIA-DAL-CAVALIERE/220999761300830,N.A,N.A,N.A,4,810,4,4,4
122,Casa Perbellini,"Piazza San Zeno 16, 37123, Verona Italy",+39 045 878 0860,http://www.casaperbellini.com/,"Italian, Mediterranean, European, Contemporary","Vegetarian Friendly, Vegan Options, Gluten Free Options",€50 - €135,4.5,819,4.5,5,4.5
123,Caffe Wallner,"Via Dietro Listone 1, 37121, Verona Italy",+39 045 800 0673,http://www.caffewallner.com/,N.A,N.A,N.A,3.5,627,3.5,4,3.5
124,Pizzeria & Ristorante Bella Napoli,"Via Guglielmo Marconi 11, 37122, Verona Italy",+39 045 806 9182,http://www.bellanapoliverona.it/,"Italian, Neapolitan, Campania, Southern-Italian","Vegetarian Friendly, Vegan Options, Gluten Free Options",N.A,4,1962,3.5,4,4
125,Alcova Del Frate,"Via Ponte Pietra 19/a, 37121, Verona Italy",+39 045 800 0653,http://www.alcovadelfrate.it/,"Italian, European, Wine Bar","Vegetarian Friendly, Gluten Free Options",€26 - €52,4,1604,4,4.5,3.5
126,Caffè Al Teatro,"Via Roma 10/A Verona Centro-Storico, 37121, Verona Italy",+39 045 511 7137,http://www.facebook.com/pages/caffe-al-teatro/255975631111238,"Italian, Bar, Cafe, Mediterranean, European","Vegetarian Friendly, Vegan Options, Gluten Free Options",€6 - €11,4.5,796,4.5,4,4
127,Focacceria Ponte Pietra,"Via Ponte Pietra 17/A, 37121, Verona Italy",+39 045 590623,http://www.focacceriaverona.it/,"Italian, Pizza, Fast Food, Mediterranean, European","Vegetarian Friendly, Vegan Options",N.A,4.5,152,4,4.5,4.5
128,Verona Ristorante,"1255 Melville Rd, Farmingdale, NY 11735-1324",+1 516-249-0000,http://www.veronafarmingdale.com/,Italian,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€8 - €34,4.5,359,4.5,4.5,4.5
129,Verona Kitchen & Bar,"51 High Street, Newton Le Willows WA12 9SL England",+44 1925 407047,http://www.veronakitchen.com/,"Italian, Pizza","Vegetarian Friendly, Vegan Options, Gluten Free Options",€8 - €23,4.5,563,4.5,4.5,4.5
130,"Verona Trattoria Section 17, PJ","8 Jalan 17/54, Petaling Jaya 46400 Malaysia",+60 12-971 0628,http://www.facebook.com/Verona-Trattoria-220308404712443/,"Italian, European",Vegetarian Friendly,N.A,3.5,91,3.5,4,3.5
131,Ristorante La Divina,"Via Conca d_Oro, 1, 37015 San Giorgio di Valpolicella, SantAmbrogio di Valpolicella Italy",+39 045 680 1703,http://www.ristoranteladivina.it/,Italian,"Vegetarian Friendly, Vegan Options",€30 - €65,4.5,417,4.5,4.5,4
132,Ristorante Giapponese Kobe,"Corso Porta Nuova 101, 37122, Verona Italy",+39 045 803 0722,http://www.ristorantekobe.it/,"Chinese, Japanese, Seafood, Sushi, Asian","Vegetarian Friendly, Gluten Free Options",N.A,4,638,4,4,3.5
133,Hostaria La Poiana,"Via Segorte 7 Poiano, 37142, Verona Italy",+39 045 870 1232,http://www.lapoiana.net/,"Italian, Seafood, Mediterranean","Vegetarian Friendly, Gluten Free Options",N.A,4.5,559,4,4.5,4.5
134,Hutong,"Via San Marco 8, 37138, Verona Italy",+39 328 823 8831,http://www.hutong.eu/hutong/ristorante_cantonese.php,"Chinese, Seafood, Asian, Fusion",Vegetarian Friendly,€20 - €25,4,348,4.5,4,3.5
135,Amo Bistrot,"Vicoletto Due Mori 5, 37121, Verona Italy",+39 045 806 9146,https://www.facebook.com/amobistrot/,"Italian, International, Seafood, European, Japanese Fusion","Vegetarian Friendly, Vegan Options, Gluten Free Options",€13 - €35,4.5,423,4.5,4.5,4
136,Tosca Cafè Bistrot,"Via Ponte Nuovo 8/a, 37121, Verona Italy",+39 045 257 0976,http://www.toscabistrot.com/,"Italian, Cafe",Vegetarian Friendly,€5 - €20,4.5,484,4.5,4.5,4.5
137,Trattoria Muramare,"Corso Porta Nuova 46/A, 37122, Verona Italy",+39 045 801 3016,http://www.trattoriamuramare.com/,"Italian, Seafood, Mediterranean",Gluten Free Options,€30 - €60,4.5,873,4.5,4.5,4
138,Ristorante Flora,"Stradone Scipione Maffei 8/C, 37121, Verona Italy",+39 045 800 6300,http://www.ristoranteflora.it/,N.A,"Vegan Options, Gluten Free Options",€10 - €40,4.5,979,4.5,4.5,4
139,Caffe Calabria,"3933 30th St, San Diego, CA 92104-3004",+1 619-291-1759,https://www.facebook.com/caffecalabria/,"Cafe, Italian, Bar, Pub",Vegetarian Friendly,€3 - €13,4.5,74,4.5,4.5,4
140,Buns,"Via Interrato dellAcqua Morta 88/a, 37129, Verona Italy",+39 045 693 3123,http://bunsverona.com/,"American, Bar","Vegetarian Friendly, Vegan Options",€10 - €30,4,716,4,4,3.5
141,Osteria al Borgo,"Via Baldassare Longhena 29/D Fronte Hotel San Marco, 37138, Verona Italy",+39 045 810 5145,http://www.osteriaalborgo.it/,"Italian, Mediterranean, Wine Bar",Vegetarian Friendly,N.A,4,356,4,4.5,3.5
142,Terrazza Bar al Ponte,"Via Ponte Pietra 26, 37121, Verona Italy",+39 045 927 5032,http://www.terrazzabaralponte.eu/,"Italian, Bar, Cafe, Mediterranean, European","Vegetarian Friendly, Vegan Options",N.A,4,487,4,4,4
143,Liston 12,"Piazza Bra 12, 37121, Verona Italy",+39 045 803 1168,http://www.liston12.it/,"Italian, Bar, Pizza, Mediterranean, European","Vegetarian Friendly, Gluten Free Options",N.A,3.5,594,4,3.5,3.5
144,Cappa Cafe,"Piazzetta Bra Molinari 1, 37121, Verona Italy",+39 045 800 4516,http://www.cappacafe.it/,"Italian, Bar, Cafe, Mediterranean, European","Vegetarian Friendly, Vegan Options",N.A,3.5,739,4,3.5,3.5
145,Ristorante Pizzeria Marechiaro,"Via di SantAntonio 15, 37122, Verona Italy",+39 045 800 4506,http://www.facebook.com/RistoranteMarechiaroVerona,"Italian, Pizza, Seafood, Mediterranean, Neapolitan, Campania, Southern-Italian","Vegetarian Friendly, Vegan Options, Gluten Free Options",N.A,4,342,4,4,4
146,ViaRoma33Cafe,"Via Roma 33, 37121, Verona Italy",+39 045 591917,http://www.viaroma33cafe.it/,"Italian, Bar, Cafe, Mediterranean, European","Vegetarian Friendly, Vegan Options, Gluten Free Options",N.A,4,347,4,4,3.5
147,Signorvino Verona,"Corso Porta Nuova N. 2/A, 37122, Verona Italy",+39 045 800 9031,https://www.signorvino.com/it/wine-store.html?utm_source=listings&utm_medium=organic&utm_campaign=local&utm_term=B005&y_source=1_MTQ4Njg4NjktNzY5LWxvY2F0aW9uLndlYnNpdGU%3D,"Italian, Mediterranean, Wine Bar","Vegetarian Friendly, Gluten Free Options",€15 - €40,4,1167,4,4,4
148,Osteria al Boscarel,"Vicolo Cieco Boscarello 5/A, 37123, Verona Italy",+39 045 800 4574,http://www.osteriaboscarel.it/,"Italian, Mediterranean","Vegetarian Friendly, Gluten Free Options",N.A,4.5,423,4.5,4.5,4
149,Cafe alle Fogge,"Via delle Fogge 10, 37121, Verona Italy",+39 045 590321,https://www.facebook.com/Caffe-Alle-Fogge-326012870810961/,"Italian, Pizza",N.A,N.A,2.5,301,3,2.5,2.5
150,Ristorante Rubiani,"Piazzetta Scalette Rubiani 3, 37121, Verona Italy",+39 045 800 9214,http://www.ristoranticentrostoricoverona.it/,N.A,N.A,N.A,4,538,4,4,4
151,Gelateria Patagonia,"Via Mazzini Uberprufen, 37122, Verona Italy",+39 045 596118,http://www.facebook.com/PATAGONICECREAM,N.A,Vegetarian Friendly,N.A,4,214,3.5,4,3.5
152,Redondo Iglesias,"Via Abramo Massalongo 5, 37121, Verona Italy",+39 045 594903,http://redondoiglesias.it/,"Bar, Spanish",N.A,€10 - €60,4,424,4.5,4.5,3.5
153,Oblò Comfort Food,"Corso Cavour 5a, 37121, Verona Italy",+39 045 800 7347,http://www.oblocomfortfood.it/,"American, International, Street Food, Italian","Vegetarian Friendly, Vegan Options, Gluten Free Options",€10 - €15,4,1061,4,4,4
154,Brek,"Piazza Bra 20, 37121, Verona Italy",+39 045 800 4561,http://www.brek.com/,"Italian, Pizza, Mediterranean, European","Vegetarian Friendly, Vegan Options",N.A,3,692,3.5,3,3.5
155,Pizzeria Vesuvio,"Piazzetta Portichetti 1 Via Rigaste San Zeno 41, 37123, Verona Italy",+39 045 595634,http://www.facebook.com/pages/Pizzeria-Vesuvio/156481944371887,"Italian, Pizza, Mediterranean","Vegetarian Friendly, Vegan Options",€8 - €17,4,407,4,4,4
156,Osteria Giulietta e Romeo,"Corso SantAnastasia 27, 37121, Verona Italy",+39 045 800 9177,http://www.osteriagiuliettaeromeo.it/osteriagiuliettaeromeo/#!/undefinedpage_Osteria,"Italian, Mediterranean","Vegetarian Friendly, Gluten Free Options",N.A,4,2237,4,4,4
157,Trattoria alla Colonna,"Largo Pescheria Vecchia 4, 37121, Verona Italy",+39 045 596718,http://www.mrcotoletta.it/,"Italian, Mediterranean",Gluten Free Options,€15 - €20,4,1570,3.5,4,4
158,Corte San Mattia - Agriturismo Verona,"Via Santa Giuliana 2, 37128, Verona Italy",+39 045 913797,http://www.agriturismosanmattia.it/,"Italian, Mediterranean","Vegetarian Friendly, Gluten Free Options",N.A,4,338,4,4,3.5
159,Ristorante Arche,"Via Arche Scaligere 6, 37121, Verona Italy",+39 045 800 7415,http://www.ristorantearche.com/,"Bar, Cafe, Wine Bar, Italian, Mediterranean","Vegetarian Friendly, Vegan Options, Gluten Free Options",N.A,4,398,4.5,4.5,4
160,Ristorante Alla Borsa,"Via Goito 2 vicino alla Chiesa parrocchiale , ampio parcheggio libero a 200 mt, 37067, Valeggio Sul Mincio Italy",+39 045 795 0093,http://www.ristoranteborsa.it/,"Italian, Mediterranean, Healthy","Vegetarian Friendly, Vegan Options, Gluten Free Options",€30 - €45,4.5,1591,4,4.5,4
161,Verona Italian Restaurant,"20 Morden Court Parade, Morden SM4 5HJ England",+44 20 8687 0026,https://www.facebook.com/veronaitalymorden/,"Italian, Pizza","Vegetarian Friendly, Gluten Free Options",€12 - €47,4.5,123,4.5,4.5,4.5
162,VENETO Ristorante Italiano,"370 E 900 S, Salt Lake City, UT 84111-4316",+1 801-359-0708,http://www.venetoslc.com/,N.A,N.A,N.A,4.5,58,4.5,4.5,4
163,Ristorante Beluga,"Stradone Porta Palio 27/A, 37122, Verona Italy",+39 045 591601,http://www.ristorantebeluga.it/,"Italian, Seafood, Mediterranean, Healthy",Gluten Free Options,€25 - €75,4.5,442,4.5,4.5,4
164,Vittoria 1938 Gelato Caffè,"Via Armando Diaz 6-8, 37121, Verona Italy",+39 347 056 7639,https://www.facebook.com/1938vittoria/,"Italian, Bar, Cafe",Vegetarian Friendly,N.A,4.5,100,4.5,4.5,4
165,Osteria N.1 Cafe Wine Bar,"Via Flaminio Pellegrini 2 Fumane, Valpolicella, 37022, Fumane Italy",+39 045 770 1375,http://www.osterianumero1.com/,N.A,N.A,N.A,4.5,737,4.5,4.5,4.5
166,Verona Seafood & Bar,"Calle Olas Altas 499 Col. Emiliano Zapata, Puerto Vallarta 48380 Mexico",+52 322 113 0019,https://www.facebook.com/Veronaseafoodpv/,"Bar, Seafood","Vegetarian Friendly, Vegan Options",€7 - €12,4.5,161,4.5,4.5,4.5
167,Cucina Verona,"124 E Laurel St, Fort Bragg, CA 95437-3404",+1 707-964-6844,http://www.cucinaverona.com/,Italian,"Vegetarian Friendly, Vegan Options, Gluten Free Options",N.A,4,307,4,4,4
168,Cafe Verona,"206 W Lexington Ave, Independence, MO 64050-3710",+1 816-833-0044,http://www.facebook.com/cafeverona/,N.A,N.A,N.A,4.5,265,4.5,4.5,4
169,Ristorante Bottiglieria Corsini,"Largo Divisione Pasubio 2, 37121, Verona Italy",+39 375 610 8221,https://www.facebook.com/CorsiniVerona/,"Italian, Mediterranean, Wine Bar",Vegetarian Friendly,€25 - €70,4,291,4,4,3
170,Pizza Doge,"Via Roma 21, 37121, Verona Italy",+39 045 596853,N.A,N.A,N.A,N.A,4,103,3.5,3.5,3.5
171,La Lanterna - Ristorante Vegano Biologico,"Piazzetta Portichetti 6, 37123, Verona Italy",+39 045 594929,http://www.lalanternaverona.it/,N.A,N.A,N.A,4.5,649,4,4.5,4
172,Verona Ristorante,"141 Kings Hwy E, Haddonfield, NJ 08033-2007",+1 856-446-2126,http://veronahaddonfield.com/,"Italian, Cafe, Seafood, International, European, Healthy",Vegetarian Friendly,€8 - €34,4,22,4.5,4.5,4.5
173,Trattoria alla Ruota,"Via Proale 6, 37024, Negrar di Valpolicella Italy",+39 045 752 5605,http://www.trattoriaallaruota.it/,Italian,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€25 - €50,4.5,600,4.5,4.5,4
174,I Tamasotti,"Via Dei Ciliegi 8, 37030 Mezzane di Sotto Italy",+39 045 888 0003,http://www.itamasotti.it/,"Italian, Mediterranean","Vegetarian Friendly, Gluten Free Options",€39 - €52,4.5,185,4.5,4.5,4
175,Gelateria Zeno Gelato e Cioccolato,"Via Sant_Alessio, 6, 37129, Verona Italy",+39 338 671 6878,http://www.zenoverona.it/,Italian,"Vegetarian Friendly, Vegan Options, Gluten Free Options",N.A,4.5,356,4.5,4.5,4.5
176,Romeo y Julieta Guatemala,"4a Calle Oriente 39 100m from Morjan gas station, Antigua 03001 Guatemala",+502 7758 5858,http://romeoyjulieta.gt/,N.A,N.A,N.A,4.5,106,4.5,4.5,4.5
177,Verona Italian Restaurant and Wine Bar,"5 Rooke St, Devonport, Tasmania 7310 Australia",+61 3 6424 4847,https://www.facebook.com/VeronaDevonport/,"Italian, Pizza, Wine Bar","Vegetarian Friendly, Vegan Options, Gluten Free Options",N.A,4.5,72,4.5,4.5,4
178,Caffe Lago di Como,"Beulah Street, Harrogate England",+44 7708 995774,https://www.facebook.com/Caffe-lago-di-como-harrogate-100129673976495/,"Italian, Cafe","Vegetarian Friendly, Vegan Options, Gluten Free Options",N.A,5,186,5,5,5
179,Osteria La Mandorla,"Via Alberto Mario 23, 37121, Verona Italy",+39 045 597053,http://it-it.facebook.com/OsteriaLaMandorla,"Italian, Wine Bar",N.A,N.A,4.5,204,4,4,4.5
180,PizzeriaRistorante Venezia,"Via Filippo Rosa Morando 24/C B.go Venezia, 37131, Verona Italy",+39 045 528484,http://www.facebook.com/pizzeriaristorante.venezia,"Italian, Pizza, Mediterranean",Vegetarian Friendly,€15 - €32,4.5,137,4,4.5,4
181,Saporè Downtown,"Via Amanti 6, 37121, Verona Italy",+39 045 803 2221,http://www.saporeverona.it/sapore-downtown-verona-coming-soon,"Italian, Pizza, Mediterranean","Vegetarian Friendly, Vegan Options, Gluten Free Options",N.A,4.5,519,4.5,4.5,4
182,Salumeria Gironda,"Via Ponte Pietra 24, 37121, Verona Italy",+39 045 591058,http://www.salumeriagironda.com/,"Italian, Mediterranean, European, Deli","Vegetarian Friendly, Gluten Free Options",N.A,4.5,387,4.5,5,4.5
183,Pomodoro Ristorante Italiano,"2833 Avenida de Portugal, San Diego, CA 92106-2704",+1 619-523-1301,http://pomodorosd.com/,Italian,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€9 - €25,4.5,325,4.5,4.5,4.5
184,Los Platillos Voladores,"Del Gimnasio Comunal 300 mts. sur, Nuevo Arenal 5717 Costa Rica",+506 2694 5005,http://www.facebook.com/losplatillosvoladores,"Italian, Pizza","Vegetarian Friendly, Vegan Options, Gluten Free Options",N.A,5,332,5,5,4.5
185,Il Burchio,"Interrato Acqua Morta 20, 37129, Verona Italy",+39 045 800 4383,N.A,"Italian, Seafood, Mediterranean",N.A,N.A,4,211,4,4.5,4
186,Locanda di Castelvecchio,"Corso Castelvecchio 21/a, 37121, Verona Italy",+39 045 803 0097,http://www.ristorantecastelvecchio.com/,"Italian, Mediterranean, European",Gluten Free Options,N.A,4,631,4.5,4.5,3.5
187,Pizza e Caffe,"Via Scala 2, 37121, Verona Italy",+39 045 929 9311,http://www.facebook.com/pages/Pizza-e-Caff%C3%A8/159867300704596,N.A,N.A,N.A,3,178,3,3.5,3.5
188,Altro Impero Pizza&Natura,"Piazza Dei Signori 5-7, 37121, Verona Italy",+39 045 596526,http://www.altroimpero.it/,"Italian, Pizza, Mediterranean, European","Vegetarian Friendly, Vegan Options, Gluten Free Options",N.A,4,267,4,4,4
189,Caffe Coloniale,"Piazza Francesco Viviani 14, 37121, Verona Italy",+39 045 801 2647,http://www.casa-coloniale.com/,"Italian, Bar, Cafe","Vegetarian Friendly, Vegan Options",N.A,3.5,413,3.5,3.5,3.5
190,Verona,"88 West Regent Street, Glasgow G2 2QZ Scotland",+44 141 332 7414,http://www.verona-glasgow.co.uk/,"Italian, Seafood, Mediterranean, Neapolitan, Campania, Southern-Italian","Vegetarian Friendly, Vegan Options, Gluten Free Options",N.A,4.5,515,4.5,4.5,4.5
191,Elefante Blu,"Piazza Corrubbio 36, 37123, Verona Italy",+39 045 591294,https://www.elafantebluverona.it/,"Indian, Asian","Vegetarian Friendly, Vegan Options, Gluten Free Options",N.A,4,394,4,4,3.5
192,Ristorante Scaligero,"Via Guglielmo Marconi 7 Via Guglielmo Marconi, 7, 37122, Verona Italy",+39 045 803 0001,http://www.ristorantescaligero.it/,"Mediterranean, Italian, Soups","Vegetarian Friendly, Vegan Options, Gluten Free Options",€6 - €30,4,351,4,4,4
193,Il Forno,"Avenida Paseo del pescador Esquina con Calle Acuario, el Medano C.S.L, Cabo San Lucas 23450 Mexico",+52 624 108 2165,http://www.ilfornocabosanlucas.com/,"Italian, Pizza, Lombard, Northern-Italian, Healthy","Vegetarian Friendly, Vegan Options, Gluten Free Options",€7 - €29,5,468,4.5,5,4.5
194,Osteria Ai Osei,"Via Venti Settembre 124 B Via Ettore Arduino 9, 37129, Verona Italy",+39 045 800 8199,http://www.facebook.com/OsteriaAiOsei,Northern-Italian,"Vegetarian Friendly, Gluten Free Options",€8 - €25,4.5,484,4,4,4
195,Ristorante Du Schei,"Interrato Acqua Morta 66 Chiuso la Domenica sera e il Lunedi, 37129, Verona Italy",+39 329 714 0854,http://www.ristoranteduschei.it/,"Seafood, European","Vegetarian Friendly, Vegan Options, Gluten Free Options",€28 - €38,4.5,568,4.5,4.5,4
196,Gusto Piadine e Panuozzi,"Stradone Porta Palio 1/b, 37122, Verona Italy",+39 045 223 0999,https://www.piadineriagustoverona.it/,"Pizza, Italian, Fast Food, European, Street Food","Vegetarian Friendly, Vegan Options",€5 - €15,4.5,1218,4.5,4.5,4.5
197,Piper,"Via Torricelle 7/a, 37128, Verona Italy",+39 045 830 9353,http://www.piperverona.it/,"Italian, Pizza, Seafood, Mediterranean","Vegetarian Friendly, Vegan Options, Gluten Free Options",€12 - €80,3.5,1406,4,4,3.5
198,Locanda della Seconda Balena,"Vicolo Balena 2, 37121, Verona Italy",+39 342 070 4043,http://www.facebook.com/Locandadellasecondabalena/,"Italian, Bar, Mediterranean, European, Wine Bar",Vegetarian Friendly,N.A,4,323,3.5,4,4
199,Piper,"Via Torricelle 7/a, 37128, Verona Italy",+39 045 830 9353,http://www.piperverona.it/,"Italian, Pizza, Seafood, Mediterranean","Vegetarian Friendly, Vegan Options, Gluten Free Options",€12 - €80,3.5,1406,4,4,3.5
200,Ristorante Pizzeria Rosa Blu,"Piazza Corrubbio 29, 37123, Verona Italy",+39 045 803 6731,http://ristorantepizzeriarosabluverona.com/,Italian,Vegetarian Friendly,N.A,3.5,205,3.5,3.5,3.5
201,Al carro armato,"Vicolo Gatto 2A, 37121, Verona Italy",+39 045 803 0175,http://www.carroarmato.it/,Italian,Vegetarian Friendly,N.A,3.5,501,3.5,3.5,3.5
202,Caffe Rialto snc,"Via Armando Diaz 2, 37121, Verona Italy",+39 045 801 2845,http://www.grupporialto.it/,"Italian, Bar, Cafe",Vegetarian Friendly,N.A,2.5,277,3,3.5,2.5
203,La Scala,"455 Banna Ave, Griffith, New South Wales 2680 Australia",+61 2 6962 4322,http://www.facebook.com/La-Scala-Restaurant-Griffith-178836732135981,N.A,N.A,N.A,4.5,318,4.5,4.5,4
204,La Sodita Italiana,"100 Meters Suroeste Antigua Gasolinera, Brasilito 5001 Costa Rica",+506 8488 0724,https://www.facebook.com/La-Sodita-Italiana-363342941153607/,"Seafood, Italian, Pizza","Vegetarian Friendly, Vegan Options, Gluten Free Options",€8 - €21,4.5,378,4.5,5,4.5
205,Verona Village Inn,"551 Wildwood Ave, Verona, PA 15147-1223",+1 412-828-9922,http://www.veronavillageinn.com/,"Italian, American",Vegetarian Friendly,€8 - €18,4.5,85,4.5,4.5,4.5
206,Ristorante Cavour,"Via Camillo Cavour 40, 37062 Dossobuono, Villafranca di Verona Italy",+39 045 513038,http://www.ristorantecavourverona.it/,"Italian, Mediterranean","Vegetarian Friendly, Gluten Free Options",N.A,4.5,815,4.5,4.5,4
207,Verona Ristorante Italino,"900 RR. 620 South Ste C108, Austin, TX 78735-8328",+1 512-288-3800,http://www.veronaustin.com/,Italian,Vegetarian Friendly,N.A,4,36,4,4,4
208,Doc Wine Bar,"Plaza Amelia Wilkes Calle Av San Lucas Frente Plaza Amelia Wilkes, Cabo San Lucas 23450 Mexico",+52 624 143 8500,http://www.docwinebarcabo.com/,N.A,N.A,N.A,4.5,507,4.5,4.5,4
209,Emiliano Ristorante Pizzeria,"Corso della Repubblica 57, 25083 Gardone Riviera Italy",+39 0365 21517,https://www.facebook.com/EmilianoRistorantePizzeria/,"Italian, Lombard, Northern-Italian","Vegetarian Friendly, Vegan Options, Gluten Free Options",€8 - €8,4,444,4.5,4.5,4.5
